id;nomes;valores;data;cpf;file
N0000175;Beata;R$ 39.522,00;01/01/22;824.893.014-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000175.png
N0000176;Beatrice;R$ 5.201,00;03/09/22;694.213.720-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000176.png
N0000177;Beatrix;R$ 52.627,00;27/04/20;111.880.571-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000177.png
N0000178;Beatriz;R$ 48.132,00;28/11/20;414.353.444-48;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000178.png
N0000179;Bela;R$ 37.174,00;05/07/20;443.343.614-39;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000179.png
N0000180;Belinda;R$ 72.390,00;03/05/22;879.404.664-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000180.png
N0000181;Bella;R$ 19.399,00;30/01/23;120.589.141-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000181.png
N0000182;Belle;R$ 53.671,00;25/07/23;770.164.830-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000182.png
N0000183;Benedicta;R$ 85.041,00;14/04/21;549.095.469-87;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000183.png
N0000184;Benedicto;R$ 74.494,00;28/12/22;052.971.990-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000184.png
N0000185;Benedita;R$ 97.620,00;30/04/23;431.257.945-87;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000185.png
N0000186;Benedito;R$ 47.976,00;24/09/22;164.829.485-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000186.png
N0000187;Benício;R$ 22.911,00;05/01/20;509.777.427-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000187.png
N0000188;Benito;R$ 31.277,00;29/05/20;767.735.878-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000188.png
N0000189;Benjamim;R$ 107,00;06/08/20;165.387.475-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000189.png
N0000190;Benjamin;R$ 92.998,00;28/05/22;084.647.201-57;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000190.png
N0000191;Bento;R$ 96.897,00;16/02/23;828.746.889-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000191.png
N0000192;Berenice;R$ 84.829,00;27/06/21;273.627.506-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000192.png
N0000193;Bernadete;R$ 17.090,00;07/12/20;775.159.450-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000193.png
N0000194;Bernadette;R$ 88.900,00;22/09/20;707.995.440-19;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000194.png
N0000195;Bernarda;R$ 72.417,00;23/02/23;156.736.741-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000195.png
N0000196;Bernardino;R$ 43.004,00;14/06/23;969.819.963-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000196.png
N0000197;Bernardo;R$ 75.389,00;25/11/24;944.864.278-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000197.png
N0000198;Berta;R$ 40.152,00;02/11/20;552.310.642-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000198.png
N0000199;Bertha;R$ 91.095,00;30/12/23;207.528.434-27;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000199.png
N0000200;Betânia;R$ 65.291,00;20/11/24;649.856.100-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000200.png
N0000201;Bete;R$ 77.530,00;03/06/23;469.107.907-66;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000201.png
N0000202;Beth;R$ 10.587,00;11/07/22;239.983.970-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000202.png
N0000203;Betina;R$ 10.339,00;21/09/23;931.065.879-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000203.png
N0000204;Bianca;R$ 67.987,00;20/04/20;669.333.486-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000204.png
N0000205;Biatriz;R$ 3.067,00;17/09/23;489.438.734-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000205.png
N0000206;Blanche;R$ 48.130,00;18/07/22;372.576.706-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000206.png
N0000207;Bóris;R$ 87.998,00;21/05/23;074.818.155-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000207.png
N0000208;Branca;R$ 51.785,00;18/10/23;572.181.289-39;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000208.png
N0000209;Brenda;R$ 51.464,00;27/09/23;088.403.197-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000209.png
N0000210;Breno;R$ 82.364,00;07/05/23;414.300.700-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000210.png
N0000211;Briana;R$ 7.997,00;23/01/23;942.714.968-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000211.png
N0000212;Brianne;R$ 12.475,00;02/03/21;486.368.239-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000212.png
N0000213;Bridget;R$ 32.995,00;15/01/20;068.652.154-43;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000213.png
N0000214;Brígida;R$ 92.571,00;25/02/23;167.128.658-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000214.png
N0000215;Brigite;R$ 50.979,00;10/08/24;711.919.434-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000215.png
N0000216;Brigitte;R$ 67.233,00;24/12/20;116.233.318-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000216.png
N0000217;Brione;R$ 31.528,00;14/10/24;500.814.268-28;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000217.png
N0000218;Bruna;R$ 78.333,00;24/01/20;831.034.656-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000218.png
N0000219;Brunete;R$ 55.131,00;15/10/21;409.060.881-35;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000219.png
N0000220;Bruno;R$ 20.047,00;12/10/23;618.893.449-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000220.png
N0000221;Cacilda;R$ 53.718,00;16/05/23;695.092.420-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000221.png
N0000222;Caetano;R$ 20.392,00;17/08/20;159.291.175-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000222.png
N0000223;Caio;R$ 91.349,00;25/11/21;503.883.981-91;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000223.png
N0000224;Calista;R$ 88.798,00;27/07/23;596.124.145-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000224.png
N0000225;Calixta;R$ 38.943,00;11/07/23;806.507.592-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000225.png
N0000226;Calixto;R$ 78.858,00;16/01/20;460.291.716-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000226.png
N0000227;Camélia;R$ 65.290,00;08/10/24;062.738.881-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000227.png
N0000228;Camellia;R$ 44.477,00;05/07/23;406.513.810-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000228.png
N0000229;Cameron;R$ 42.300,00;03/07/23;416.946.952-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000229.png
N0000230;Camila;R$ 27.392,00;29/12/21;314.515.859-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000230.png
N0000231;Camile;R$ 84.792,00;17/06/24;191.033.486-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000231.png
N0000232;Camilla;R$ 25.753,00;20/03/24;607.784.685-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000232.png
N0000233;Camille;R$ 13.482,00;08/06/22;595.816.513-57;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000233.png
N0000234;Camilo;R$ 72.342,00;29/01/21;710.635.132-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000234.png
N0000235;Candice;R$ 84.276,00;27/10/22;115.530.329-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000235.png
N0000236;Cândida;R$ 81.828,00;10/01/23;211.560.073-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000236.png
N0000237;Cândido;R$ 12.692,00;18/12/20;303.067.966-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000237.png
N0000238;Capitu;R$ 38.876,00;30/01/23;015.395.937-11;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000238.png
N0000239;Carina;R$ 46.006,00;29/07/20;932.043.944-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000239.png
N0000240;Carine;R$ 63.796,00;22/07/22;432.274.756-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000240.png
N0000241;Carla;R$ 77.723,00;08/07/20;322.713.127-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000241.png
N0000242;Carlo;R$ 80.725,00;29/04/23;043.039.299-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000242.png
N0000243;Carlos;R$ 81.926,00;25/09/24;037.830.542-57;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000243.png
N0000244;Carlota;R$ 76.683,00;08/12/20;567.899.009-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000244.png
N0000245;Carmel;R$ 78.282,00;19/11/20;752.768.564-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000245.png
N0000246;Carmela;R$ 33.052,00;31/08/20;304.065.453-59;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000246.png
N0000247;Carmelita;R$ 7.498,00;26/06/21;555.680.017-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000247.png
N0000248;Carmem;R$ 50.501,00;09/07/20;721.253.566-43;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000248.png
N0000249;Carmen;R$ 84.453,00;31/10/20;094.249.995-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000249.png
N0000250;Carmina;R$ 72.934,00;21/09/21;408.399.074-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000250.png
N0000251;Carmo;R$ 24.122,00;29/09/24;849.521.761-93;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000251.png
N0000252;Carol;R$ 14.512,00;16/05/22;768.071.750-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000252.png
N0000253;Carola;R$ 87.353,00;21/07/20;455.847.214-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000253.png
N0000254;Carolina;R$ 38.263,00;16/05/23;591.606.781-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000254.png
N0000255;Caroline;R$ 73.214,00;20/05/23;301.444.210-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000255.png
N0000256;Carolyn;R$ 66.666,00;23/01/24;150.251.169-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000256.png
N0000257;Carolyne;R$ 38.589,00;26/01/24;024.771.664-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000257.png
N0000258;Cassandra;R$ 69.055,00;27/07/22;622.010.020-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000258.png
N0000259;Cássia;R$ 79.817,00;25/01/24;719.934.905-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000259.png
N0000260;Cassiano;R$ 57.738,00;20/01/21;174.067.702-19;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000260.png
N0000261;Cassilda;R$ 90.411,00;15/01/23;544.176.174-14;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000261.png
N0000262;Cássio;R$ 49.729,00;24/10/22;311.576.191-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000262.png
N0000263;Catarina;R$ 32.038,00;18/08/23;096.008.624-27;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000263.png
N0000264;Caterina;R$ 75.482,00;07/03/23;635.227.877-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000264.png
N0000265;Catherine;R$ 44.862,00;04/02/23;237.678.906-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000265.png
N0000266;Cécile;R$ 39.373,00;03/03/22;134.081.041-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000266.png
N0000267;Cecília;R$ 70.830,00;01/01/22;528.284.668-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000267.png
N0000268;Celeste;R$ 89.554,00;24/09/20;423.182.888-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000268.png
N0000269;Célia;R$ 60.182,00;10/11/21;388.929.189-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000269.png
N0000270;Celina;R$ 45.879,00;19/03/22;951.838.456-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000270.png
N0000271;Céline;R$ 54.668,00;10/08/24;801.198.228-14;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000271.png
N0000272;Célio;R$ 73.476,00;20/11/23;393.193.145-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000272.png
N0000273;Celso;R$ 75.163,00;03/07/23;972.619.637-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000273.png
N0000274;Ceres;R$ 39.785,00;30/09/23;688.602.926-62;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000274.png
N0000275;César;R$ 79.470,00;04/06/23;429.263.055-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000275.png
N0000276;Chandra;R$ 65.095,00;03/10/23;463.057.982-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000276.png
N0000277;Charles;R$ 28.269,00;18/04/22;421.664.923-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000277.png
N0000278;Charlotte;R$ 64.803,00;21/01/22;524.538.760-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000278.png
N0000279;Chelsea;R$ 31.759,00;15/01/20;932.062.976-56;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000279.png
N0000280;Chiara;R$ 37.363,00;14/07/21;567.305.164-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000280.png
N0000281;Chloé;R$ 87.705,00;28/04/21;391.791.947-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000281.png
N0000282;Christal;R$ 50.430,00;13/09/23;280.385.941-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000282.png
N0000283;Christian;R$ 87.283,00;01/02/23;898.648.546-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000283.png
N0000284;Christiana;R$ 39.871,00;29/03/24;341.249.353-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000284.png
N0000285;Christiane;R$ 25.126,00;20/04/20;706.637.669-23;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000285.png
N0000286;Christina;R$ 45.587,00;12/02/21;310.031.038-12;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000286.png
N0000287;Christopher;R$ 21.409,00;29/06/22;405.471.695-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000287.png
N0000288;Chrystal;R$ 74.567,00;25/06/22;791.510.104-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000288.png
N0000289;Cibele;R$ 23.073,00;06/12/20;721.393.766-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000289.png
N0000290;Cícero;R$ 528,00;09/02/23;719.913.848-23;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000290.png
N0000291;Cilene;R$ 54.469,00;18/01/24;062.176.831-64;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000291.png
N0000292;Cinthia;R$ 31.892,00;07/06/21;088.344.012-12;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000292.png
N0000293;Cíntia;R$ 37.256,00;06/04/22;283.795.996-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000293.png
N0000294;Ciro;R$ 44.508,00;07/01/21;135.163.414-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000294.png
N0000295;Clair;R$ 95.641,00;05/11/22;051.948.392-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000295.png
N0000296;Claire;R$ 62.649,00;03/05/22;030.300.821-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000296.png
N0000297;Clara;R$ 90.723,00;18/06/21;042.338.730-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000297.png
N0000298;Clarice;R$ 74.631,00;05/12/20;561.299.211-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000298.png
N0000299;Clarissa;R$ 71.311,00;21/09/22;500.558.510-96;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000299.png
